state,state_code,sector_name,age_band,gender_name,n_unweighted,adult_pop,upi_capable_rate,upi_capable_pop,unreliable,gap_pop
Manipur,14,Urban,45-59,Male,98.0,64003.130000000005,0.6106504478765337,39083.54000000001,False,24919.589999999997
Goa,30,Urban,35-44,Male,11.0,73775.5,0.6663458736301345,49159.99999999999,True,24615.500000000007
Jammu & Kashmir,01,Urban,15-24,Male,106.0,178214.07,0.8634615661939599,153881.0,False,24333.070000000007
Maharashtra,27,Urban,35-44,Transgender,2.0,23744.25,0.0,0.0,True,23744.25
Mizoram,15,Rural,60+,Female,52.0,33644.12,0.29646190775683834,9974.2,False,23669.920000000002
Sikkim,11,Rural,45-59,Male,64.0,51941.84,0.5508432123313306,28611.809999999998,False,23330.03
Manipur,14,Urban,15-24,Female,97.0,80965.42,0.7145982815873739,57857.75,False,23107.67
Delhi,07,Rural,35-44,Female,34.0,32301.41,0.28653702733100506,9255.55,False,23045.86
Uttar Pradesh,09,Urban,25-34,Transgender,4.0,57681.700000000004,0.6010757311244294,34671.07,True,23010.630000000005
Nagaland,13,Urban,60+,Male,38.0,24099.670000000006,0.05394264734745329,1300.0,False,22799.670000000006
Nagaland,13,Urban,45-59,Female,50.0,28927.83,0.21508837683296672,6222.04,False,22705.79
Sikkim,11,Rural,60+,Female,30.0,23992.810000000005,0.07609571367422155,1825.75,False,22167.060000000005
Kerala,32,Urban,60+,Transgender,2.0,21551.51,0.0,0.0,True,21551.51
Sikkim,11,Rural,60+,Male,29.0,22285.410000000003,0.03424886506463197,763.25,True,21522.160000000003
Madhya Pradesh,23,Rural,25-34,Transgender,1.0,21507.69,0.0,0.0,True,21507.69
Manipur,14,Rural,35-44,Male,100.0,128242.81000000001,0.8333692157868343,106873.61,False,21369.20000000001
Uttar Pradesh,09,Urban,45-59,Transgender,4.0,39920.450000000004,0.46537877203288036,18578.13,True,21342.320000000003
Nagaland,13,Rural,25-34,Female,66.0,69510.43,0.6956012212843454,48351.54,False,21158.889999999992
Goa,30,Rural,35-44,Female,12.0,54249.01,0.6102647771821089,33106.26,True,21142.75
Nagaland,13,Rural,15-24,Male,51.0,46399.52,0.5530111087356077,25659.45,False,20740.069999999996
Mizoram,15,Urban,60+,Female,58.0,28556.800000000003,0.2791051518377409,7970.349999999999,False,20586.450000000004
Goa,30,Rural,15-24,Female,12.0,52160.899999999994,0.612348521593761,31940.650000000005,True,20220.24999999999
Delhi,07,Rural,60+,Female,22.0,21515.430000000004,0.07157653832621517,1540.0,True,19975.430000000004
D&N Haveli & Daman & Diu,25,Rural,15-24,Female,22.0,25633.52,0.22558899441044383,5782.64,True,19850.88
Assam,18,Rural,35-44,Transgender,3.0,23171.02,0.14490082870758386,3357.5,True,19813.52
Mizoram,15,Rural,60+,Male,49.0,31009.61,0.3692874563723956,11451.460000000001,False,19558.15
Manipur,14,Urban,25-34,Female,97.0,65445.45,0.7020639326339723,45946.89,False,19498.559999999998
Nagaland,13,Rural,35-44,Male,80.0,74862.59,0.7438611194189247,55687.369999999995,False,19175.22
Nagaland,13,Urban,35-44,Female,70.0,45658.55999999999,0.5868627919934402,26795.31,False,18863.24999999999
D&N Haveli & Daman & Diu,25,Rural,45-59,Female,17.0,18833.52,0.0,0.0,True,18833.52
Nagaland,13,Urban,60+,Female,34.0,18675.87,0.0,0.0,False,18675.87
Goa,30,Urban,60+,Male,3.0,18565.309999999998,0.0,0.0,True,18565.309999999998
Chandigarh,04,Urban,25-34,Male,19.0,113651.24,0.8368419033527482,95108.12,True,18543.12000000001
Assam,18,Rural,25-34,Transgender,3.0,36148.09,0.488167701253372,17646.33,True,18501.759999999995
Goa,30,Urban,45-59,Female,8.0,50838.049999999996,0.6360871433896462,32337.43,True,18500.619999999995
Nagaland,13,Rural,15-24,Female,48.0,43848.81,0.5802032027779089,25441.22,False,18407.589999999997
Jammu & Kashmir,01,Urban,25-34,Male,142.0,235081.34,0.9223243325055064,216821.24,False,18260.100000000006
Manipur,14,Urban,15-24,Male,104.0,71126.19,0.7434856274460927,52881.3,False,18244.89
Puducherry,34,Rural,45-59,Male,8.0,24949.120000000003,0.2840933868609394,7087.88,True,17861.24
Chandigarh,04,Urban,15-24,Female,17.0,118977.8,0.8513162959812671,101287.74,True,17690.059999999998
Uttar Pradesh,09,Rural,15-24,Transgender,3.0,31313.25,0.44077986156020216,13802.25,True,17511.0
Delhi,07,Rural,15-24,Male,41.0,51983.96000000001,0.6633221093583481,34482.11,False,17501.850000000006
Odisha,21,Rural,25-34,Transgender,1.0,17404.25,0.0,0.0,True,17404.25
Uttar Pradesh,09,Rural,35-44,Transgender,2.0,33326.42,0.4829252586986541,16094.17,True,17232.25
Mizoram,15,Rural,45-59,Female,60.0,37660.05,0.5437571113155717,20477.92,False,17182.130000000005
Himachal Pradesh,02,Urban,25-34,Female,48.0,80765.46,0.7876626964051214,63615.93999999999,False,17149.52000000002
Goa,30,Rural,60+,Female,5.0,17066.25,0.0,0.0,True,17066.25
Himachal Pradesh,02,Urban,45-59,Male,45.0,65901.08,0.7466778996641633,49206.88,False,16694.200000000004
Mizoram,15,Urban,15-24,Male,87.0,43347.07999999998,0.6181435981385601,26794.720000000005,False,16552.359999999975
Andaman & N. Islands,35,Rural,60+,Male,15.0,16488.38,0.0,0.0,True,16488.38
Puducherry,34,Urban,25-34,Male,15.0,65190.009999999995,0.7493327581940853,48849.009999999995,True,16341.0
Puducherry,34,Urban,15-24,Female,19.0,53212.759999999995,0.6929120008058217,36871.759999999995,True,16341.0
Delhi,07,Rural,15-24,Female,28.0,32825.04,0.512838979023331,16833.96,True,15991.080000000002
Nagaland,13,Urban,45-59,Male,56.0,31850.89,0.49928243763361085,15902.59,False,15948.3
Andaman & N. Islands,35,Urban,45-59,Female,13.0,19290.83,0.17969055763800726,3466.38,True,15824.45
Rajasthan,08,Rural,25-34,Transgender,3.0,20564.879999999997,0.23760167820089398,4886.25,True,15678.629999999997
Himachal Pradesh,02,Urban,15-24,Female,26.0,48307.09000000001,0.6777307430441368,32739.2,True,15567.89000000001
Nagaland,13,Rural,25-34,Male,49.0,48302.17,0.6778333147351351,32740.82,False,15561.349999999999
Goa,30,Urban,25-34,Female,10.0,59732.0,0.7427645148329204,44366.81,True,15365.190000000002
Himachal Pradesh,02,Urban,35-44,Female,42.0,64247.380000000005,0.7615250614110646,48925.990000000005,False,15321.39
Mizoram,15,Urban,60+,Male,48.0,21331.75,0.3006016852813295,6412.360000000001,False,14919.39
Mizoram,15,Rural,15-24,Female,60.0,37838.490000000005,0.6071344284616008,22973.05,False,14865.440000000006
Sikkim,11,Rural,35-44,Female,45.0,36494.25,0.593015886064243,21641.670000000002,False,14852.579999999998
Karnataka,29,Rural,60+,Transgender,1.0,14743.75,0.0,0.0,True,14743.75
Himachal Pradesh,02,Urban,35-44,Male,38.0,70764.75,0.7978062524067421,56456.560000000005,False,14308.189999999995
Karnataka,29,Rural,15-24,Transgender,2.0,28872.96,0.5106421371414639,14743.75,True,14129.21
West Bengal,19,Rural,45-59,Transgender,1.0,14115.5,0.0,0.0,True,14115.5
D&N Haveli & Daman & Diu,25,Rural,45-59,Male,16.0,19590.64,0.2829800353638268,5543.76,True,14046.88
Jammu & Kashmir,01,Urban,15-24,Female,104.0,124290.98999999999,0.8876465623131653,110326.47,False,13964.51999999999
Bihar,10,Rural,25-34,Transgender,1.0,13859.81,0.0,0.0,True,13859.81
Andhra Pradesh,28,Rural,35-44,Transgender,1.0,13700.0,0.0,0.0,True,13700.0
Delhi,07,Rural,60+,Male,18.0,15444.3,0.13385197127742923,2067.25,True,13377.05
West Bengal,19,Rural,25-34,Transgender,1.0,13338.0,0.0,0.0,True,13338.0
Chandigarh,04,Urban,25-34,Female,13.0,79110.23999999999,0.8334152443476344,65931.68,True,13178.559999999998
Delhi,07,Rural,35-44,Male,31.0,33190.61,0.6040283682643977,20048.07,False,13142.54
D&N Haveli & Daman & Diu,25,Rural,35-44,Female,10.0,13531.76,0.030890290693893478,418.0,True,13113.76
Kerala,32,Rural,35-44,Transgender,1.0,12954.54,0.0,0.0,True,12954.54
West Bengal,19,Urban,45-59,Transgender,1.0,12918.75,0.0,0.0,True,12918.75
Bihar,10,Rural,45-59,Transgender,2.0,26928.190000000002,0.5237890106984538,14104.69,True,12823.500000000002
Puducherry,34,Rural,45-59,Female,11.0,27470.61,0.5341410329075328,14673.18,True,12797.43
Bihar,10,Rural,60+,Transgender,1.0,12649.96,0.0,0.0,True,12649.96
Andaman & N. Islands,35,Rural,60+,Female,12.0,12604.82,0.0,0.0,True,12604.82
Madhya Pradesh,23,Urban,60+,Transgender,1.0,12518.33,0.0,0.0,True,12518.33
Mizoram,15,Urban,45-59,Female,79.0,36219.33999999998,0.6548567698914451,23718.480000000003,False,12500.859999999979
Uttar Pradesh,09,Urban,60+,Transgender,2.0,12364.380000000001,0.0,0.0,True,12364.380000000001
Uttar Pradesh,09,Rural,25-34,Transgender,2.0,15398.21,0.205162158458678,3159.13,True,12239.079999999998
Puducherry,34,Rural,35-44,Female,5.0,22542.940000000002,0.46241794548537146,10424.26,True,12118.680000000002
Mizoram,15,Rural,35-44,Female,54.0,36925.57000000001,0.6740451129122718,24889.5,False,12036.070000000007
Mizoram,15,Rural,15-24,Male,57.0,37622.0,0.681520387007602,25640.160000000003,False,11981.839999999997
Goa,30,Rural,15-24,Male,9.0,22935.88,0.4803883696636013,11018.130000000001,True,11917.75
West Bengal,19,Rural,60+,Transgender,1.0,11877.88,0.0,0.0,True,11877.88
West Bengal,19,Rural,35-44,Transgender,1.0,11877.88,0.0,0.0,True,11877.88
Gujarat,24,Rural,15-24,Transgender,2.0,21145.629999999997,0.44137393872871133,9333.13,True,11812.499999999998
Andaman & N. Islands,35,Rural,15-24,Male,13.0,21885.760000000002,0.46677017384820074,10215.619999999999,True,11670.140000000003
Tamil Nadu,33,Rural,60+,Transgender,1.0,11497.5,0.0,0.0,True,11497.5
Gujarat,24,Urban,35-44,Transgender,1.0,11446.31,0.0,0.0,True,11446.31
D&N Haveli & Daman & Diu,25,Rural,25-34,Female,18.0,18581.760000000002,0.403191086312599,7492.0,True,11089.760000000002
Himachal Pradesh,02,Rural,25-34,Male,49.0,405359.54,0.9738775113076159,394770.54,False,10589.0
Sikkim,11,Rural,15-24,Male,55.0,44395.81000000001,0.7688527363280453,34133.840000000004,False,10261.970000000008
Nagaland,13,Urban,15-24,Female,60.0,42952.99999999999,0.7624517495867578,32749.59,False,10203.409999999993
Telangana,36,Rural,60+,Transgender,1.0,10188.06,0.0,0.0,True,10188.06
Arunachal Pradesh,12,Urban,15-24,Female,103.0,29657.659999999996,0.6590992006786779,19547.339999999997,False,10110.32
Arunachal Pradesh,12,Urban,45-59,Female,86.0,20391.46,0.5065512719540435,10329.32,False,10062.14
Himachal Pradesh,02,Urban,25-34,Male,46.0,106614.5,0.9061924034723232,96613.25,False,10001.25
D&N Haveli & Daman & Diu,25,Urban,15-24,Female,13.0,36229.68000000001,0.7265360886433443,26322.170000000002,True,9907.510000000006
Bihar,10,Rural,15-24,Transgender,1.0,9884.0,0.0,0.0,True,9884.0
Andaman & N. Islands,35,Urban,45-59,Male,13.0,20551.21,0.5222568403514927,10733.01,True,9818.199999999999
Meghalaya,17,Urban,45-59,Female,49.0,31982.41,0.6992168507626537,22362.640000000003,False,9619.769999999997
Haryana,06,Urban,45-59,Transgender,1.0,9509.5,0.0,0.0,True,9509.5
D&N Haveli & Daman & Diu,25,Urban,15-24,Male,20.0,76085.13,0.8763588890496737,66677.88,True,9407.25
Jharkhand,20,Rural,15-24,Transgender,1.0,9405.0,0.0,0.0,True,9405.0
Nagaland,13,Urban,15-24,Male,56.0,39198.96,0.7634572447840453,29926.73,False,9272.23
Goa,30,Urban,15-24,Female,5.0,27579.74,0.6645976358007727,18329.430000000004,True,9250.309999999998
Odisha,21,Rural,45-59,Transgender,1.0,9105.67,0.0,0.0,True,9105.67
Meghalaya,17,Urban,15-24,Female,80.0,58677.49,0.8451641336396633,49592.11,False,9085.379999999997
Andaman & N. Islands,35,Rural,35-44,Male,15.0,20213.260000000002,0.5650162319190472,11420.82,True,8792.440000000002
Mizoram,15,Rural,45-59,Male,56.0,35107.0,0.7517042185319167,26390.08,False,8716.919999999998
Uttar Pradesh,09,Urban,15-24,Transgender,2.0,12940.88,0.32774046278151103,4241.25,True,8699.63
D&N Haveli & Daman & Diu,25,Rural,35-44,Male,13.0,15416.880000000001,0.4358132125306806,6718.88,True,8698.0
Goa,30,Rural,25-34,Female,8.0,26499.260000000002,0.6749248846948934,17885.010000000002,True,8614.25
Mizoram,15,Urban,35-44,Female,94.0,44918.539999999986,0.8116261125138974,36457.05999999999,False,8461.479999999996
Sikkim,11,Rural,15-24,Female,47.0,36203.420000000006,0.7667250773545704,27758.070000000007,False,8445.349999999999
Gujarat,24,Rural,45-59,Transgender,1.0,8410.5,0.0,0.0,True,8410.5
Mizoram,15,Rural,25-34,Male,67.0,40918.07000000001,0.7957032186513194,32558.64,False,8359.430000000008
Meghalaya,17,Urban,60+,Female,16.0,15336.78,0.45550239359239686,6985.9400000000005,True,8350.84
D&N Haveli & Daman & Diu,25,Urban,60+,Female,11.0,10206.43,0.19872374571716064,2028.26,True,8178.17
Manipur,14,Urban,25-34,Male,80.0,65318.310000000005,0.875284740220621,57172.119999999995,False,8146.19000000001
Chhattisgarh,22,Rural,60+,Transgender,1.0,8026.44,0.0,0.0,True,8026.44
Tamil Nadu,33,Rural,45-59,Transgender,1.0,7843.25,0.0,0.0,True,7843.25
Goa,30,Rural,35-44,Male,7.0,33567.51,0.7664035848950369,25726.260000000002,True,7841.25
Sikkim,11,Rural,35-44,Male,53.0,41174.39,0.8121927246523871,33441.54,False,7732.8499999999985
Mizoram,15,Urban,45-59,Male,80.0,36320.259999999995,0.7924164089133724,28780.77,False,7539.489999999994
Mizoram,15,Rural,25-34,Female,62.0,37384.13000000001,0.7994483220553745,29886.679999999997,False,7497.450000000015
Nagaland,13,Urban,25-34,Female,61.0,42750.770000000004,0.8256284038860586,35296.25,False,7454.520000000004
Mizoram,15,Rural,35-44,Male,48.0,31659.42,0.7661188992091454,24254.88,False,7404.539999999997
Madhya Pradesh,23,Urban,15-24,Transgender,1.0,7386.88,0.0,0.0,True,7386.88
Maharashtra,27,Rural,60+,Transgender,1.0,7381.0,0.0,0.0,True,7381.0
Puducherry,34,Urban,60+,Female,10.0,20281.129999999997,0.6480595509224585,13143.38,True,7137.749999999998
Mizoram,15,Urban,15-24,Female,71.0,31748.75000000001,0.7819819677940076,24826.950000000008,False,6921.800000000003
West Bengal,19,Urban,15-24,Transgender,1.0,6766.0,0.0,0.0,True,6766.0
Meghalaya,17,Urban,60+,Male,16.0,8248.45,0.19424134231279816,1602.19,True,6646.26
Maharashtra,27,Rural,15-24,Transgender,2.0,10535.21,0.37753210424851524,3977.38,True,6557.829999999999
Meghalaya,17,Urban,45-59,Male,40.0,23566.880000000005,0.7286437576802698,17171.86,False,6395.020000000004
Maharashtra,27,Urban,25-34,Transgender,1.0,6385.5,0.0,0.0,True,6385.5
Andaman & N. Islands,35,Urban,60+,Male,4.0,6351.82,0.0,0.0,True,6351.82
Ladakh,37,Rural,45-59,Female,4.0,6326.870000000001,0.0,0.0,True,6326.870000000001
Chandigarh,04,Urban,15-24,Male,10.0,65561.68000000001,0.9049511848994717,59330.12,True,6231.560000000005
Chandigarh,04,Urban,60+,Female,1.0,6080.0,0.0,0.0,True,6080.0
Bihar,10,Urban,35-44,Transgender,1.0,6074.06,0.0,0.0,True,6074.06
Sikkim,11,Rural,25-34,Female,47.0,34426.18000000001,0.8240330469427627,28368.310000000005,False,6057.870000000003
Andaman & N. Islands,35,Urban,25-34,Female,9.0,14635.830000000002,0.5951114490944484,8709.95,True,5925.880000000001
Punjab,03,Urban,35-44,Transgender,1.0,5827.5,0.0,0.0,True,5827.5
D&N Haveli & Daman & Diu,25,Urban,60+,Male,5.0,7120.15,0.18159870227453073,1293.01,True,5827.139999999999
Jharkhand,20,Urban,35-44,Transgender,1.0,5703.13,0.0,0.0,True,5703.13
Arunachal Pradesh,12,Urban,60+,Female,29.0,6453.52,0.1336789844921841,862.6999999999999,True,5590.820000000001
Haryana,06,Rural,25-34,Transgender,1.0,5574.81,0.0,0.0,True,5574.81
Arunachal Pradesh,12,Urban,60+,Male,37.0,8160.01,0.31854005080876124,2599.29,False,5560.72
Arunachal Pradesh,12,Urban,15-24,Male,107.0,25280.94,0.7816097819147547,19759.829999999998,False,5521.110000000001
Arunachal Pradesh,12,Urban,35-44,Female,80.0,19324.25,0.7149276168544705,13815.44,False,5508.8099999999995
Madhya Pradesh,23,Urban,25-34,Transgender,2.0,5496.0,0.0,0.0,True,5496.0
Manipur,14,Urban,35-44,Male,81.0,55783.51000000001,0.9022051498731434,50328.17,False,5455.340000000011
Gujarat,24,Rural,25-34,Transgender,1.0,5386.5,0.0,0.0,True,5386.5
Sikkim,11,Urban,45-59,Female,36.0,16886.89,0.6817353580203341,11512.39,False,5374.5
Arunachal Pradesh,12,Urban,45-59,Male,111.0,26569.019999999997,0.7993975690484632,21239.209999999995,False,5329.810000000001
Meghalaya,17,Urban,35-44,Male,51.0,28118.140000000003,0.8111429134359528,22807.830000000005,False,5310.309999999998
Andaman & N. Islands,35,Urban,35-44,Female,6.0,9927.01,0.4717875775283797,4683.4400000000005,True,5243.57
Ladakh,37,Rural,15-24,Female,6.0,7850.640000000001,0.3333333333333333,2616.88,True,5233.760000000001
Ladakh,37,Rural,35-44,Female,4.0,5233.76,0.0,0.0,True,5233.76
Chhattisgarh,22,Rural,45-59,Transgender,1.0,5213.0,0.0,0.0,True,5213.0
Puducherry,34,Rural,60+,Transgender,1.0,5212.13,0.0,0.0,True,5212.13
Andaman & N. Islands,35,Rural,25-34,Female,10.0,16604.25,0.6879937365433548,11423.619999999999,True,5180.630000000001
Andaman & N. Islands,35,Urban,60+,Female,3.0,5166.07,0.0,0.0,True,5166.07
D&N Haveli & Daman & Diu,25,Rural,60+,Female,6.0,5062.88,0.0,0.0,True,5062.88
Puducherry,34,Urban,35-44,Female,13.0,10257.0,0.525738520035098,5392.5,True,4864.5
Chhattisgarh,22,Rural,25-34,Transgender,1.0,4794.94,0.0,0.0,True,4794.94
Nagaland,13,Urban,25-34,Male,64.0,46874.520000000004,0.8983562925017685,42110.020000000004,False,4764.5
Sikkim,11,Urban,60+,Female,9.0,5329.740000000001,0.10876140299526804,579.67,True,4750.070000000001
Mizoram,15,Urban,25-34,Male,77.0,35683.32999999999,0.8672225938554506,30945.390000000007,False,4737.9399999999805
Mizoram,15,Urban,35-44,Male,68.0,31467.02,0.8507790060831945,26771.480000000003,False,4695.539999999997
Ladakh,37,Rural,60+,Female,3.0,4654.0599999999995,0.0,0.0,True,4654.0599999999995
Puducherry,34,Urban,60+,Male,10.0,22008.129999999997,0.8011984662031713,17632.879999999997,True,4375.25
Punjab,03,Urban,45-59,Transgender,2.0,8494.0,0.5,4247.0,True,4247.0
Nagaland,13,Urban,35-44,Male,70.0,47759.969999999994,0.911635622886698,43539.69,False,4220.279999999992
Gujarat,24,Urban,15-24,Transgender,1.0,4183.81,0.0,0.0,True,4183.81
Arunachal Pradesh,12,Urban,25-34,Female,102.0,25379.3,0.8383127194209453,21275.789999999997,False,4103.510000000002
Goa,30,Rural,25-34,Male,7.0,30920.520000000004,0.8681619843392026,26844.020000000004,True,4076.5
Sikkim,11,Urban,45-59,Male,35.0,16577.96,0.7542447924835143,12503.84,False,4074.119999999999
Jharkhand,20,Rural,60+,Transgender,1.0,3991.46,0.0,0.0,True,3991.46
Ladakh,37,Rural,45-59,Male,5.0,7270.9400000000005,0.4601358283798243,3345.62,True,3925.3200000000006
Andaman & N. Islands,35,Rural,15-24,Female,10.0,8924.880000000001,0.5652602612023915,5044.88,True,3880.000000000001
Meghalaya,17,Urban,35-44,Female,51.0,30598.790000000005,0.8742574461277718,26751.220000000005,False,3847.5699999999997
Rajasthan,08,Urban,35-44,Transgender,3.0,10212.51,0.6233541019788476,6366.01,True,3846.5
Puducherry,34,Rural,35-44,Male,8.0,28318.510000000002,0.8675248097445805,24567.010000000002,True,3751.5
Tamil Nadu,33,Urban,35-44,Transgender,1.0,3614.63,0.0,0.0,True,3614.63
D&N Haveli & Daman & Diu,25,Urban,45-59,Female,14.0,19246.63,0.8136536110477522,15660.09,True,3586.540000000001
Andaman & N. Islands,35,Urban,25-34,Male,11.0,17433.27,0.7961151292901446,13878.89,True,3554.380000000001
Jharkhand,20,Rural,45-59,Transgender,1.0,3451.0,0.0,0.0,True,3451.0
Punjab,03,Rural,35-44,Transgender,1.0,3385.81,0.0,0.0,True,3385.81
Assam,18,Urban,35-44,Transgender,1.0,3267.58,0.0,0.0,True,3267.58
Sikkim,11,Rural,25-34,Male,54.0,42286.75,0.9232142455970251,39039.73,False,3247.019999999997
Chhattisgarh,22,Urban,35-44,Transgender,1.0,3211.54,0.0,0.0,True,3211.54
Rajasthan,08,Urban,45-59,Transgender,1.0,3173.5,0.0,0.0,True,3173.5
Sikkim,11,Urban,15-24,Female,42.0,30216.090000000004,0.8972328981016405,27110.870000000003,False,3105.220000000001
Ladakh,37,Rural,60+,Male,4.0,6326.870000000001,0.5287954391349908,3345.62,True,2981.250000000001
Ladakh,37,Rural,25-34,Female,10.0,15999.36,0.813664421576863,13018.11,True,2981.25
Andaman & N. Islands,35,Urban,35-44,Male,9.0,13618.45,0.7824319214007468,10655.51,True,2962.9400000000005
Arunachal Pradesh,12,Urban,35-44,Male,93.0,20918.149999999994,0.8654331286466538,18103.259999999995,False,2814.8899999999994
Arunachal Pradesh,12,Urban,25-34,Male,84.0,22986.39,0.88073725365314,20244.97,False,2741.4199999999983
Lakshadweep,31,Urban,60+,Female,8.0,2714.24,0.0,0.0,True,2714.24
Meghalaya,17,Urban,15-24,Male,81.0,56451.61999999999,0.9529629087703773,53796.299999999996,False,2655.3199999999924
Ladakh,37,Rural,15-24,Male,6.0,7850.640000000001,0.6666666666666666,5233.76,True,2616.880000000001
Sikkim,11,Urban,60+,Male,9.0,5857.660000000001,0.5754669953530932,3370.8900000000003,True,2486.7700000000004
Lakshadweep,31,Urban,60+,Male,9.0,2914.62,0.15621590464623175,455.31,True,2459.31
Puducherry,34,Urban,25-34,Female,21.0,57080.509999999995,0.9573935131273354,54648.509999999995,True,2432.0
Andaman & N. Islands,35,Urban,15-24,Female,9.0,13047.82,0.831149571346018,10844.69,True,2203.129999999999
Assam,18,Urban,25-34,Transgender,1.0,2105.25,0.0,0.0,True,2105.25
Sikkim,11,Urban,35-44,Female,20.0,7237.47,0.7206993604118566,5216.04,True,2021.4300000000003
Lakshadweep,31,Urban,45-59,Female,6.0,2012.81,0.0,0.0,True,2012.81
Puducherry,34,Rural,25-34,Female,9.0,30309.57,0.9381136057027533,28433.82,True,1875.75
Lakshadweep,31,Urban,35-44,Female,9.0,3559.19,0.49242383800808615,1752.63,True,1806.56
Ladakh,37,Urban,60+,Female,9.0,2040.5,0.15608919382504288,318.5,True,1722.0
Ladakh,37,Urban,60+,Male,10.0,2409.75,0.29048656499636893,700.0,True,1709.75
D&N Haveli & Daman & Diu,25,Rural,15-24,Male,11.0,17026.0,0.9027369904851403,15370.0,True,1656.0
D&N Haveli & Daman & Diu,25,Rural,25-34,Male,13.0,12947.52,0.8720990583524876,11291.52,True,1656.0
Sikkim,11,Urban,15-24,Male,29.0,16485.840000000004,0.8996223425679248,14831.03,True,1654.8100000000031
Assam,18,Urban,60+,Transgender,1.0,1595.63,0.0,0.0,True,1595.63
Ladakh,37,Urban,45-59,Female,16.0,3557.75,0.5705853418593212,2030.0,True,1527.75
D&N Haveli & Daman & Diu,25,Urban,45-59,Male,17.0,23574.52,0.9357615764817269,22060.13,True,1514.3899999999994
Mizoram,15,Urban,25-34,Female,66.0,28951.240000000005,0.9496860928927396,27494.590000000004,False,1456.6500000000015
Lakshadweep,31,Urban,45-59,Male,7.0,2880.63,0.5337617118477556,1537.5700000000002,True,1343.06
D&N Haveli & Daman & Diu,25,Rural,60+,Male,3.0,1316.88,0.0,0.0,True,1316.88
Ladakh,37,Rural,35-44,Male,6.0,8215.010000000002,0.8407256960125429,6906.5700000000015,True,1308.4400000000005
Lakshadweep,31,Rural,60+,Female,5.0,1267.8899999999999,0.0,0.0,True,1267.8899999999999
Andaman & N. Islands,35,Urban,15-24,Male,13.0,20784.45,0.9429501382042825,19598.7,True,1185.75
Lakshadweep,31,Rural,45-59,Female,6.0,1400.88,0.16114870652732566,225.75,True,1175.13
Sikkim,11,Urban,35-44,Male,33.0,17030.63,0.9313560332177965,15861.580000000002,False,1169.0499999999993
Lakshadweep,31,Urban,35-44,Male,10.0,3601.99,0.6852101199614657,2468.12,True,1133.87
Uttarakhand,05,Urban,45-59,Transgender,1.0,1039.5,0.0,0.0,True,1039.5
Ladakh,37,Urban,35-44,Female,13.0,2919.0,0.6498800959232613,1897.0,True,1022.0
Sikkim,11,Urban,25-34,Male,30.0,11883.32,0.9170467512446018,10897.560000000001,False,985.7599999999984
Delhi,07,Rural,45-59,Transgender,1.0,950.0,0.0,0.0,True,950.0
Lakshadweep,31,Rural,35-44,Female,7.0,1626.63,0.41635159808930117,677.25,True,949.3800000000001
Himachal Pradesh,02,Urban,15-24,Male,50.0,73861.06,0.9877895064056759,72959.18000000001,False,901.8799999999901
Ladakh,37,Urban,15-24,Male,9.0,2068.5,0.6446700507614214,1333.5,True,735.0
Sikkim,11,Urban,25-34,Female,46.0,20483.74,0.9642116136994513,19750.66,False,733.0800000000017
Lakshadweep,31,Rural,60+,Male,3.0,723.63,0.0,0.0,True,723.63
Lakshadweep,31,Urban,15-24,Male,13.0,3981.59,0.8310499071978782,3308.9,True,672.69
Puducherry,34,Urban,35-44,Male,17.0,42382.88,0.9841445413808595,41710.88,True,672.0
Puducherry,34,Urban,15-24,Male,21.0,85971.38,0.9921834452349142,85299.38,True,672.0
Lakshadweep,31,Rural,15-24,Female,7.0,1719.3900000000003,0.6834575052780346,1175.13,True,544.2600000000002
Lakshadweep,31,Rural,35-44,Male,5.0,1314.27,0.5858841790499669,770.01,True,544.26
Meghalaya,17,Urban,25-34,Male,68.0,50234.21999999999,0.9892427910695141,49693.83999999999,False,540.3799999999974
Lakshadweep,31,Rural,45-59,Male,4.0,949.38,0.47557353219996207,451.5,True,497.88
Lakshadweep,31,Rural,25-34,Female,6.0,1493.6399999999999,0.6666666666666667,995.76,True,497.8799999999999
Lakshadweep,31,Urban,15-24,Female,6.0,2244.87,0.7971775648478531,1789.56,True,455.30999999999995
Ladakh,37,Urban,45-59,Male,14.0,3048.5,0.8559127439724454,2609.25,True,439.25
Arunachal Pradesh,12,Rural,45-59,Transgender,1.0,400.56,0.0,0.0,True,400.56
Ladakh,37,Urban,35-44,Male,11.0,2658.25,0.880184331797235,2339.75,True,318.5
Nagaland,13,Rural,35-44,Transgender,1.0,292.94,0.0,0.0,True,292.94
Arunachal Pradesh,12,Rural,35-44,Transgender,1.0,282.75,0.0,0.0,True,282.75
D&N Haveli & Daman & Diu,25,Urban,35-44,Male,16.0,64960.42999999999,0.996149502089195,64710.299999999996,True,250.12999999999738
Lakshadweep,31,Rural,25-34,Male,7.0,1719.3900000000003,0.8687034355207368,1493.6399999999999,True,225.75000000000045
Odisha,21,Urban,25-34,Transgender,1.0,1258.69,1.0,1258.69,True,0.0
Puducherry,34,Rural,15-24,Female,10.0,38792.06,1.0,38792.06,True,0.0
Puducherry,34,Rural,15-24,Male,8.0,25031.420000000002,1.0,25031.420000000002,True,0.0
Maharashtra,27,Urban,15-24,Transgender,5.0,48274.13,1.0,48274.13,True,0.0
Maharashtra,27,Urban,60+,Transgender,1.0,1508.63,1.0,1508.63,True,0.0
